"Blood","Skin","Brain","Testis","Adipose Tissue","Muscle","Nerve","Blood Vessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","Adrenal Gland","Colon","Prostate","Spleen","Liver","Fallopian Tube","Ovary","Breast","Bladder","Cervix Uteri","Small Intestine","Salivary Gland"
"Oxyphencyclimine:158",0.00906861499999989,0.561547219999998,8.41285133399999,0.393198240000002,0.0160203429999966,-1.33226762955019e-15,0.0246242010000008,0.0308653819999947,6.76481723799999,1.19683969,0.476170391,0.132184702999999,0.162137411999996,0.0622704979999975,0.0955363660000028,0.493829699999999,0.0818163860000034,0.513489544,0.0331546829999998,3.630660295,9.99999999999999,0.100604671999995,0.130754955000005,0.167142754000005,0.225144267000003,0.690105140000004,4.940295696,0.171207889999996,0.286769807000001,4.811089993
"Triamterene:159",0.692083120000003,10,6.27559948,10,9.246276855,0.671884476999998,5.644424438,1.10212027999999,1.60897445700002,10,3.155940294,10,9.99999999999999,10,5.352219582,10,10,10,5.468339205,10,10,4.383173227,2.52124536,7.111535549,8.27918243400001,10,10,4.86730194100001,10,10
"Valrubicin:160",0.832667291,2.898108959,0.0519454520000044,10,0.338461637000006,0.0452685949999969,0.232902430000005,0.205790728000006,0.15729881800001,1.15861547,0.825459181999999,0.281202554999998,0.299000293000001,0.0676195289999919,0.170647189000002,0.104524199999996,3.186079144,0.887116848999999,0.894613415000003,4.512827396,0.341136977000003,2.296064854,0.154950223999998,0.169803805999996,0.122039489000006,0.389409645999994,0.346370906000002,0.123274766000002,4.323980331,1.425280571
"Procyclidine:161",0.061775491000001,0.561547219999998,8.412851334,5.98038769000001,0.0935903489999976,0.0183419009999994,0.0767650600000014,0.0812565159999963,6.76481723799999,1.19683969,0.476170390999999,0.132184702999997,0.162137411999998,1.146733701,0.109509081000001,0.493829699999997,0.0818163859999999,0.513489544,0.0643889509999998,3.630660295,10,4.869907141,0.130754955,0.167142754000002,0.225144267,0.690105140000004,4.940295696,0.171207889999997,2.165588617,4.811089993
"Phenylephrine:162",-1.33226762955019e-15,0.978405892999997,1.075728416,0.761629099999996,1.916011453,0.173607915999998,2.548811913,7.03880024000001,1.22844255,3.401805401,0.343037367000002,1.026302427,1.499414742,0.312252998000001,1.993112683,0.168252199999998,2.201523066,0.484036594999999,1.186374843,0.476613759999998,2.583077073,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,1.28034710899999,5.440880299,0.974303901000003,0.368365674999998
"Carbimazole:163",0.0801538679999987,0.17799094299999,0.0894383790000042,0.70793381,3.517184734,0.968002439000002,2.235240817,0.473960279999997,1.267689586,0.148377492999994,1.248905778,0.0125780119999916,10,0.219574057,0.0550653170000013,0.190251499999996,0.129685878999999,0.571003496999993,0.0260136000000051,0.957135259999999,0.135282717999998,9.698541164,0.0144907759999997,0.263391957000001,0.0428982710000003,2.287014723,0.388682066999993,0.0195184960000025,1.25565421600001,1.111593723
"Digoxin:164",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Sulpiride:165",0.0078505180000028,0.0675739309999956,0.828758955000001,0.774569299999992,0.0929598509999945,0.120648146000001,1.243043959,0.0563070140000006,0.0174489970000007,0.0362639459999974,0.107775331000001,0.0459560140000042,0.0232904469999973,10,0.304680526000002,0.0430054400000039,0.258125238000002,0.0386197640000017,0.0567827619999961,0.101115140999996,0.390641882999999,0.0131596420000006,0.0053665000000036,0.249922402000001,0.0762749090000012,0.688240379000002,0.0854959410000014,0.191675230999997,0.111094235999995,6.041281223
"Ethopropazine:166",0.0799624920000022,0.56154722,8.412851334,0.329056870000001,0.0968896819999943,0.0372003910000007,0.0994214269999993,0.0975070450000004,6.76481723799999,1.19683969,0.476170391,0.0680238790000001,0.118163206000001,0.0613096510000011,0.0907859910000033,0.0675575399999997,0.153300904000002,0.323356718000002,0.0749126519999979,3.630660295,10,0.294659450999995,0.130754955000005,0.167142754000004,0.114592835000001,0.690105140000004,4.940295696,0.176632388999998,0.221445232999999,4.811089993
"Nimodipine:167",3.054323673,10,9.99999999999999,7.3177433,10,10,10,9.151669502,9.255744934,10,8.714754105,3.436682224,10,9.99999999999999,10,2.421362,10,6.642326355,8.678589344,9.502849579,8.401416779,6.395339251,6.557062387,9.736486435,10,10,10,10,8.142712593,8.469622612
"Progesterone:168",0.191786318999999,0.690925746999997,3.778188467,8.10669088000001,2.97948479700001,1.712464213,3.256078482,4.11264705699999,2.33955764800001,3.005712032,1.508669376,4.963463783,7.880338192,4.62075686499999,10,1.89683199999999,10,3.021050453,10,7.902982712,2.13158083,1.555290759,1.937414885,10,6.273174286,3.944009781,4.57027483,10,4.008768559,3.210373163
"Zoledronate:169",10,10,10,10,10,8.135070801,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Griseofulvin:170",-2.22044604925031e-15,0.0714029599999959,2.66453525910038e-15,0.285741550000001,0.00933785399999909,-3.5527136788005e-15,0.0433871110000004,0.00620229800000072,1.77635683940025e-15,0.00887759600000049,8.88178419700125e-16,-1.77635683940025e-15,0.0120795019999997,-8.88178419700125e-16,0.0294047419999979,4.44089209850063e-16,0.0515155359999975,0.0168180949999988,-8.88178419700125e-16,0.948725670999996,0.0113120870000012,-2.66453525910038e-15,0,0.0427367560000027,0.0307294260000006,0.012253518999997,0.031551531999999,0.0513904360000002,0.657483756999997,0.0179913119999986
"Nisoldipine:171",0.0710828300000013,2.796133518,6.071656227,2.86153984,5.077531815,10,3.089492679,9.151669502,9.255744934,4.837750912,8.714754105,1.358874619,5.968213558,9.99999999999999,10,2.01929000000001,2.311133146,1.90829587,6.290830374,4.719324827,5.331341743,2.22127580600001,1.162402272,6.591258764,6.826233387,2.69510936700001,7.404961586,3.262625933,3.772177458,2.046931744
"Eszopiclone:172",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Ceruletide:173",-8.88178419700125e-16,-4.44089209850063e-15,0.0463290480000014,0.159118510000001,2.66453525910038e-15,-2.66453525910038e-15,1.77635683940025e-15,5.32907051820075e-15,-1.77635683940025e-15,-1.77635683940025e-15,0.046530074999998,-8.88178419700125e-16,8.88178419700125e-16,8.88178419700125e-16,0.017735560000002,1.77635683940025e-15,8.88178419700125e-16,7.829592228,-5.32907051820075e-15,0.028543294999996,2.66453525910038e-15,-4.44089209850063e-15,2.66453525910038e-15,3.5527136788005e-15,1.77635683940025e-15,0.0120714199999963,1.77635683940025e-15,1.77635683940025e-15,-6.21724893790088e-15,0
"Dexbrompheniramine:174",0.0157156069999984,3.65049243,0.821691573000001,0.46800861,2.634119272,0.206760286999997,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930652999998,0.221367895999997,1.706133068,0.1250688,2.750898838,0.407100767000001,0.269276529999996,2.138170123,1.168346405,0.453772113,0.0501760280000019,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448142999998
"Loxapine:175",0.00785051800000369,0.0784394179999932,1.911266565,0.774569299999994,0.164166629,0.120648146000001,1.243043959,1.698105931,0.0174489970000016,0.293754934999996,0.107775331000002,0.0505903250000039,0.115311383999996,10,0.304680525999999,0.0430054400000039,0.477318853000003,0.0784101640000023,0.166386596999996,0.101115140999993,0.539827048999998,0.0605549180000029,0.101497263000001,0.394031300999999,0.0762749089999977,0.688240379000002,0.529358447000002,0.280257522999999,0.178321390999992,6.041281223
"Carbachol:176",0.0668535310000005,0.561547219999994,8.412851334,0.230370160000001,0.0114965039999948,-1.77635683940025e-15,0.0246242010000008,0.0101203779999981,6.76481723799998,1.19683969,0.476170390999999,0.0680238790000005,0.0898524149999975,0.189404315999997,0.0478941610000039,0.0675575400000006,0.0818163860000025,0.323356718000001,0.150418795999997,3.630660295,10,0.0410310399999974,0.130754955000007,0.167142754000005,0.0205432049999983,0.690105140000006,4.940295696,0.171207889999999,0.221445233000003,4.811089993
"Secobarbital:177",0.0813373920000062,0.174910082999995,10,2.01131224999999,0.264109761000001,0.372751176,2.609943628,0.335683554000001,0.731963158000001,0.379388750000002,0.852344750999998,1.29179081300001,1.455012619,10,3.42109394099999,0.6972179,0.453325733999995,1.330839872,0.179359748999999,0.356377824999993,0.817102193999998,0.809225529000003,10,9.400044918,0.814338087999996,0.324704557999999,0.756506622000002,0.633507608999998,1.239488721,0.274607092000002
"Miglustat:178",10,10,5.880623341,5.17949247,10,2.713675976,8.839168549,5.881878376,3.993829489,10,10,10,6.030974388,8.071335554,7.09439373000001,5.757188,10,10,10,8.89641761800001,8.916312695,10,4.959689617,10,6.636539459,10,10,10,10,10
"Promazine:179",0.123829909000004,3.65049243,8.41285133399999,5.98038769,2.63411927199999,0.260586411,4.439896584,7.03880024,6.764817238,3.401805401,1.18233645,1.026302427,1.499414742,10,1.993112683,0.574260600000001,2.750898838,0.513489544000007,1.186374843,3.630660295,9.99999999999999,7.962255955,7.432229042,3.19249641899999,2.308261633,2.094831586,4.940295696,5.440880299,2.165588617,6.041281223
"Spironolactone:180",0.132114737999999,2.770787954,3.77818846699999,3.53253579,4.764630795,1.943944931,3.256078482,3.79786324499999,2.428492069,3.005712032,1.508669376,2.930467248,7.880338192,4.620756865,9.23175334899999,1.89683199999999,9.384143353,3.021050453,2.113021135,7.902982712,9.980841637,1.555290759,8.380415916,7.810228109,6.114907742,5.3550632,4.57027483,10,4.008768559,3.210373163
"Methocarbamol:181",7.818352222,0.0279394079999902,0.0438365860000065,0.0534362299999955,0.0311510820000018,0.0297379139999983,0.0274515519999978,0.022239830000002,0.0315438619999995,0.194696635000002,0.030931621999998,0.204713291999996,0.060321038999998,0.0762358900000004,0.042084472,0.0216416599999962,0.0530665889999975,0.0401441119999966,0.0589213499999999,10,0.0450792290000015,1.644121528,0.156351237999999,0.0321950239999991,0.0312880390000014,0.0578489599999958,0.0608407480000013,0.0423290880000025,0.145023002999998,0.0543364060000009
"Hyoscyamine:182",0.061775491000001,0.561547219999998,8.412851334,5.98038769000001,0.0935903489999976,0.0183419009999994,0.0767650600000014,0.0812565159999963,6.76481723799999,1.19683969,0.476170390999999,0.132184702999997,0.162137411999998,1.146733701,0.109509081000001,0.493829699999997,0.0818163859999999,0.513489544,0.0643889509999998,3.630660295,10,4.869907141,0.130754955,0.167142754000002,0.225144267,0.690105140000004,4.940295696,0.171207889999997,2.165588617,4.811089993
"Zolpidem:183",0.00530689500000037,0.0113079819999902,10,0.569311829999999,0.167060435000003,0.00954096799999782,0.678922086999997,0.0466609560000029,0.00990200999999047,0.0148074040000026,0.0415108129999995,0.516874119999998,0.0246842419999984,0.0685028689999978,0.016520437999997,0.00760052299999847,0.17829807799999,0.059809818999998,0.00357856399999745,0.301967322999999,0.0227572659999984,0.0845905509999971,0.00294360500000312,0.0113688880000025,0.0368443909999936,0.183468579999997,0.0954691469999958,0.133876993999998,0.266288846999994,0.102146215999995
"Triprolidine:184",0.0157156069999984,3.65049243,0.821691573000001,0.46800861,2.634119272,0.206760286999997,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930652999998,0.221367895999997,1.706133068,0.1250688,2.750898838,0.407100767000001,0.269276529999996,2.138170123,1.168346405,0.453772113,0.0501760280000019,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448142999998
"Streptozocin:185",-3.99680288865056e-15,-4.44089209850063e-15,5.32907051820075e-15,0.106461979999995,-8.88178419700125e-16,-1.33226762955019e-15,1.77635683940025e-15,1.77635683940025e-15,5.32907051820075e-15,-3.5527136788005e-15,0,5.486613989,4.44089209850063e-15,0.0168005980000014,-1.77635683940025e-15,0.518943699999999,-3.5527136788005e-15,-3.5527136788005e-15,-4.44089209850063e-15,-4.44089209850063e-15,0,-2.66453525910038e-15,10,-5.32907051820075e-15,0.00606688000000055,-1.77635683940025e-15,0.011465303999997,0.00838716599999945,4.762986183,-8.88178419700125e-16
"Carboprost Tromethamine:186",-3.10862446895044e-15,0.125835030999996,0.157329261000005,0.274090019999997,0.184772357000004,0.0159074959999987,0.424540295999998,0.142863289,0.0250710079999994,0.851239084999999,0.447361498999996,7.376615047,0.247941843999999,1.269093335,0.233108670000001,0.124500399999998,0.354644507,1.496868014,1.021705687,0.235785796999996,0.533472806000001,5.577889204,0.121959928000001,0.727995485000001,0.032663613999997,0.164991735999998,0.416070192999996,0.341034830000001,1.113271832,0.190599650000002
"Trifluridine:187",4.467746258,10,3.355834007,10,2.423253298,0.495607256999999,2.554561973,2.701006889,1.44377243500001,4.94026851699999,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.05694999999999,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.107688427,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019
"Prochlorperazine:188",0.0078505180000028,0.0675739309999956,0.828758955000001,0.774569299999992,0.0929598509999945,0.120648146000001,1.243043959,0.0563070140000006,0.0174489970000007,0.0362639459999974,0.107775331000001,0.0459560140000042,0.0232904469999973,10,0.304680526000002,0.0430054400000039,0.258125238000002,0.0386197640000017,0.0567827619999961,0.101115140999996,0.390641882999999,0.0131596420000006,0.0053665000000036,0.249922402000001,0.0762749090000012,0.688240379000002,0.0854959410000014,0.191675230999997,0.111094235999995,6.041281223
"Cyproheptadine:189",0.0157156070000002,3.65049243,8.41285133399999,0.650991710000006,2.634119272,0.206760286999999,4.439896584,3.860967875,6.76481723799999,1.866600156,1.18233645,0.496618851999999,0.802930653,0.221367895999999,1.706133068,0.493829699999999,2.750898838,0.513489544000003,0.269276529999996,3.630660295,10,0.453772112999998,0.130754955000006,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,1.58886683,4.811089993
"Nitric Oxide:190",0,0.340523212999992,0.924752176000003,0.67437711,1.368599296,0.420980184999999,0.654563487000002,0.288242518999999,0.585315108000003,1.7903862,0.191736846999999,0.352593689999997,0.660855502,0.216382212999998,4.034390092,0.657609199999996,1.055010915,0.112443373,0.700791508000001,0.0939735729999986,0.680852771000002,0.823550492999999,0.143449433,2.982735574,0.312212943999998,0.783522605999998,0.301907985999998,3.338840485,0.142273574999999,0.265525192
"Bendroflumethiazide:191",10,5.067505121,10,10,10,10,1.179720581,10,5.158444405,10,10,10,9.99999999999999,6.35488772400001,10,9.910357,3.188336015,10,4.10955309900001,10,4.962835789,5.651741266,10,8.932745457,1.59474754300001,10,10,7.854288101,2.001991272,10
"Allopurinol:192",-1.33226762955019e-15,0.66973212399999,0.00595070500000539,0.088441829999991,0.0160146499999998,0.0449981210000003,0.00556188000000102,-8.88178419700125e-16,0.00523982800000322,0.0649517549999947,0.0283786749999981,0.137945770999999,0.142572530000002,0.968810677999996,0.00736765199999923,0.165462000000001,0.552611991999999,0.0848129389999932,1.77635683940025e-15,5.334463596,0.747966528000003,5.32907051820075e-15,10,0.0439518889999988,0.00440530600000066,0.569276928999995,1.207845569,0.0313123610000039,10,2.175070047
"Trimethoprim:193",4.467746258,10,3.355834007,10,2.649096251,1.587457299,2.554561973,2.701006889,1.44377243500001,4.94026851699999,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.05694999999999,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.531520724,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019
"Gemcitabine:194",8.973579407,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Betamethasone:195",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Teniposide:196",0.832667291,2.898108959,0.0519454520000044,10,0.338461637000006,0.0452685949999969,0.232902430000005,0.205790728000006,0.15729881800001,1.15861547,0.825459181999999,0.281202554999998,0.299000293000001,0.0676195289999919,0.170647189000002,0.104524199999996,3.186079144,0.887116848999999,0.894613415000003,4.512827396,0.341136977000003,2.296064854,0.154950223999998,0.169803805999996,0.122039489000006,0.389409645999994,0.346370906000002,0.123274766000002,4.323980331,1.425280571
"Epirubicin:197",6.129057884,6.520314455,2.621120691,10,8.59042263,4.552315712,8.607575417,5.969885349,2.82502889600001,8.528461456,4.950775146,4.493149042,7.368268728,6.647711515,8.011294365,4.091324,6.636466742,5.14423275,4.27533102,7.035135746,6.700758219,8.315835476,3.666980028,8.823835373,10,9.029793739,7.386610508,7.999378204,8.502129555,5.965961456
"Chloramphenicol:198",10,10,4.481681347,10,10,10,10,10,10,10,10,5.859934568,9.285182476,10,10,3.725045,10,7.380065441,10,9.405525684,5.969195366,10,3.724938512,10,10,10,10,10,10,10
"Dipivefrin:199",2.362123251,5.376092196,2.47418952,5.41671944,10,2.873353481,8.159985542,2.602161646,2.78101205800001,10,5.883807182,1.251607716,6.017980099,1.048812389,6.599007607,10,9.99999999999999,2.476612806,0.997452557000008,5.044525862,4.628032923,9.758530617,9.99999999999999,10,10,10,5.55162382100001,10,4.168484211,5.831739426
"Droperidol:200",0.00785051800000325,0.0675739309999921,0.828758955000005,0.774569299999992,1.03386116,0.120648146,1.243043959,0.209701538000002,1.22844255,1.57038784,0.108890659999996,0.0505144990000033,0.0593994069999999,10,0.304680526,0.0430054400000066,0.258125238000003,0.190850824000002,0.0567827619999974,0.168666950999993,1.126801431,1.39191705,7.432229042,0.249922402000001,0.119209475999999,0.688240379000002,0.106480837,0.191675230999999,0.413444399999995,6.041281223
"Levothyroxine:201",1.813616753,10,9.99999999999999,6.37204957,10,10,10,10,10,10,10,9.455118656,9.717057228,9.99999999999999,10,6.38133000000001,10,10,10,10,10,6.393095016,3.168023467,10,10,10,10,10,10,9.212757111
"Framycetin:202",10,1.153875053,3.326608181,2.65506815999999,10,1.048747778,9.99999999999999,7.82686805699999,2.334466457,10,4.394064903,4.29405403099999,10,10,5.86134696000001,1.524336,10,10,10,9.93833017300001,10,10,4.429150105,10,2.959439516,10,10,10,10,10
"Pethidine:203",0.0895176160000033,0.803008943999995,10,4.13413572,0.465724915,0.136866361000005,0.729082971999998,0.188915460999996,0.397306680999995,0.229248806999999,0.241972670000001,0.180015474999997,10,0.425898178999991,0.185675128999996,0.137951699999995,0.273187249999994,0.290863066999999,1.427211821,1.467480063,1.485829592,0.275650932999996,0.0723387340000059,0.429232880000002,0.266236096999998,0.451115414999998,0.215271099999989,0.219118968000001,0.571516572999999,1.31413555099999
"Loratadine:204",0.0157156069999984,3.65049243,0.821691573000001,0.46800861,2.634119272,0.206760286999997,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930652999998,0.221367895999997,1.706133068,0.1250688,2.750898838,0.407100767000001,0.269276529999996,2.138170123,1.168346405,0.453772113,0.0501760280000019,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448142999998
"Prazosin:205",0.510324656999999,0.978405893000002,5.89729404399999,10,1.916011453,0.173607915999992,2.548811913,7.03880024,10,3.401805401,4.427771568,4.847434282,1.499414742,10,10,0.717420099999997,2.201523066,2.79736661900001,1.186374843,7.741277933,6.67465567599999,7.96225595500001,7.432229042,5.589494944,2.130009413,1.393755913,5.346404076,5.440880299,2.836660385,0.368365675
"Imipramine:206",0.0842119010000038,3.65049243,10,5.98038769,2.63411927199999,0.665258168999995,4.439896584,3.860967875,6.764817238,10,3.730516911,0.496618852,1.046495795,3.408173919,3.166128635,2.089816,2.750898838,1.54299414200001,0.921533942000001,3.630660295,10,4.869907141,7.432229042,4.402866125,1.707205772,2.094831586,7.46541214,5.440880299,2.165588617,4.811089993
"Acitretin:207",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Nabumetone:208",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Methylscopolamine bromide:209",0.00906861499999989,0.561547219999998,8.41285133399999,0.393198240000002,0.0160203429999966,-1.33226762955019e-15,0.0246242010000008,0.0308653819999947,6.76481723799999,1.19683969,0.476170391,0.132184702999999,0.162137411999996,0.0622704979999975,0.0955363660000028,0.493829699999999,0.0818163860000034,0.513489544,0.0331546829999998,3.630660295,9.99999999999999,0.100604671999995,0.130754955000005,0.167142754000005,0.225144267000003,0.690105140000004,4.940295696,0.171207889999996,0.286769807000001,4.811089993
"Sodium Tetradecyl Sulfate:210",0.331144809999998,10,3.02857351299999,3.95920289,10,1.599262953,10,10,10,10,9.434587479,9.95291566800001,10,5.415868998,10,2.16913,10,4.241342545,5.484022141,7.130626202,5.836362839,7.705744743,10,10,10,10,8.116972923,10,9.517258644,10
"Ketorolac:211",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Enoxacin:212",0.832667291,2.898108959,0.0519454520000044,10,0.338461637000006,0.0452685949999969,0.232902430000005,0.205790728000006,0.15729881800001,1.15861547,0.825459181999999,0.281202554999998,0.299000293000001,0.0676195289999919,0.170647189000002,0.104524199999996,3.186079144,0.887116848999999,0.894613415000003,4.512827396,0.341136977000003,2.296064854,0.154950223999998,0.169803805999996,0.122039489000006,0.389409645999994,0.346370906000002,0.123274766000002,4.323980331,1.425280571
"Quinine:213",6.992362976,3.20188939599999,0.660202742,1.70655208999999,1.295879722,0.0862093489999975,1.524388552,1.193199277,0.237398027999996,3.141508102,1.221629977,0.333452745999994,0.729862778999995,0.264478311000004,1.035443127,0.251208599999997,3.580149055,7.53379535699999,0.338728264000002,10,10,10,0.191079996999997,2.26593923600001,0.285594970000003,7.493797064,10,1.567446947,7.794562817,10
"Tenoxicam:214",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Montelukast:215",9.99999999999999,1.40442264099999,2.37300324400001,2.16672527999999,7.726097584,0.620309531999999,7.756225109,3.616984844,2.016113043,10,5.40916013700001,3.61831974999999,2.605581999,1.255225897,3.46431756,7.973678,4.123130202,4.81092500699999,4.294697523,6.330526352,8.391875267,10,1.987955868,6.58488726600001,1.39918673,8.607328892,10,4.356744289,10,8.457582474
"Fluoxetine:216",0.0842119010000002,0.10376785699999,0.0676128790000083,0.303860779999994,0.111081815999997,0.0334540309999944,0.286698221999998,0.0624394120000034,0.0429571680000036,10,0.184468820999998,0.110948334999998,0.129352517000002,0.0563173649999991,0.045958710999999,0.118999000000002,0.151783696999998,0.0370126029999991,0.0375827480000006,0.116031750999998,0.0638816320000011,0.107961646999996,0.0218155539999989,0.149731591000004,0.0378248920000015,0.0928568020000009,0.079377702999996,0.0739469900000049,1.802167773,0.104218437999998
"Methohexital:217",0.00530689500000081,-7.105427357601e-15,10,0.0934629899999999,0.00523709600000188,0.00353689799999923,-8.88178419700125e-16,3.5527136788005e-15,0.00454683799999156,0.00943908799999882,3.5527136788005e-15,0.00617475299999537,0.00671721399999914,0.0465788639999962,-4.44089209850063e-15,-2.66453525910038e-15,-7.105427357601e-15,0.0598098189999989,-8.88178419700125e-16,-4.44089209850063e-15,0.011940547,0.00698922299999527,2.66453525910038e-15,1.77635683940025e-15,-6.21724893790088e-15,-2.66453525910038e-15,-4.44089209850063e-15,-4.44089209850063e-15,-5.32907051820075e-15,-3.5527136788005e-15
"Duloxetine:218",0.0842119009999993,0.103767856999996,0.0676128790000083,2.97342455,0.268325090000001,0.0334540309999936,0.286698222,0.0624394120000051,0.042957168000008,10,0.184468820999999,0.125818699999996,0.607433230000002,0.0709465969999963,0.273122445000004,0.118998999999999,0.179831929999997,0.0524829549999986,0.119057722,0.116031750999999,0.165628925000001,0.107961647,0.0223875579999984,0.182832681000003,0.520193994000003,0.355366111,0.108225471999999,0.293606579000005,1.802167773,0.104218437999998
"Chlorpromazine:219",0.0157156070000037,3.65049243,1.911266565,0.774569299999991,2.634119272,0.206760286999998,4.439896584,7.03880024000001,1.22844255,3.401805401,1.18233645,1.026302427,1.499414742,10,1.706133068,0.168252200000004,2.750898838,0.484036595000001,1.186374843,2.138170123,1.168346405,7.962255955,7.432229042,3.192496419,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,6.041281223
"Lenalidomide:220",1.025086284,3.119722009,3.701131105,6.34493876,10,6.338674545,9.99999999999999,5.99543476099999,10,10,8.043983459,6.523864031,10,3.730526328,10,2.426759,7.769799709,5.509750366,7.04789161700001,5.064837933,6.805960655,9.95505094500001,2.707627892,10,3.104855776,10,7.278105736,10,8.76734924300001,5.800363541
"Gallamine Triethiodide:221",0.732271254000004,0.211353629999996,9.99999999999999,3.61620748,0.461096585000001,7.81992101700001,0.36488162,0.302383690999996,6.76481723799999,1.525265336,0.886162220999998,1.865379155,0.766010880000002,5.354573965,2.24391269700001,1.134946,1.186487257,0.504009544999998,0.459137335000001,3.630660295,6.240046263,2.052807093,0.928801149000005,1.689638317,2.201324463,0.871683776000007,4.940295696,1.51731658,4.156428337,3.473966599
"Brimonidine:222",0.0623733919999965,2.74101376500001,2.53534316999999,5.41671944,10,2.284672499,8.159985542,9.99999999999999,2.891987085,2.635305882,1.74661874800001,10,6.017980099,3.137806416,10,9.99999999999999,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,9.99999999999999,5.551623821,10,4.168484211,5.422550201
"Pefloxacin:223",0.832667291,2.898108959,0.0519454520000044,10,0.338461637000006,0.0452685949999969,0.232902430000005,0.205790728000006,0.15729881800001,1.15861547,0.825459181999999,0.281202554999998,0.299000293000001,0.0676195289999919,0.170647189000002,0.104524199999996,3.186079144,0.887116848999999,0.894613415000003,4.512827396,0.341136977000003,2.296064854,0.154950223999998,0.169803805999996,0.122039489000006,0.389409645999994,0.346370906000002,0.123274766000002,4.323980331,1.425280571
"Sotalol:224",2.362123251,5.376092196,5.89729404399999,10,9.99999999999999,2.873353481,3.394628048,1.309535742,10,10,4.539180279,0.481972918000005,1.276782393,10,10,0.717420099999997,8.287089109,2.797366619,0.878675491000007,7.741277933,6.674655676,6.518067122,2.61873698199999,5.589494944,2.130009413,10,5.34640407600001,3.50074148200001,2.836660385,5.831739426
"Miglitol:225",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Fosinopril:226",0.0738180499999981,1.01288914699999,0.509360015000005,1.40536952,2.493635178,0.281444042999994,0.769924193999995,0.463265716999997,0.652296543000005,6.122609138,0.764330089000001,1.166038543,2.922376871,2.143320382,1.077281952,0.5700303,0.835846007,0.899882435999994,0.985796779000001,2.308305621,1.307435334,0.511285901000003,0.0945710199999956,0.532468170000004,0.414817898999999,1.885455549,0.780115007999997,1.234144688,10,1.890403271
