"Blood","Skin","Brain","Testis","Adipose Tissue","Muscle","Nerve","Blood Vessel","Heart","Lung","Esophagus","Kidney","Thyroid","Pituitary","Uterus","Pancreas","Vagina","Stomach","Adrenal Gland","Colon","Prostate","Spleen","Liver","Fallopian Tube","Ovary","Breast","Bladder","Cervix Uteri","Small Intestine","Salivary Gland"
"Fenoterol:635",2.362123251,5.376092196,2.66193819,0.497891710000007,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000003,1.276782393,0.250214860000002,1.989638507,0.385957400000004,8.287089109,2.476612806,0.441770940999999,1.40235507500001,4.420117378,6.51806712199999,2.618736982,3.241708636,8.882760048,10,3.807918549,3.500741482,2.735410929,5.831739426
"Glisoxepide:636",0.0377663519999949,5.197636843,2.56003737399999,1.09077042,9.99999999999999,5.160026073,6.910937548,10,10,10,9.689683914,3.622041821,10,6.304924965,9.99999999999999,10,9.759487152,4.651785851,10,3.81098842600001,10,5.843280554,10,10,10,10,10,10,3.80440974200001,3.91546917
"Pirbuterol:637",2.362123251,5.376092196,2.66193819,0.49789171,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000005,1.276782393,0.250214860000003,1.98963850700001,0.385957400000003,8.287089109,2.47661280599999,0.441770941000002,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605152999998,10,2.251211882,3.500741482,2.735410929,5.831739426
"Bevantolol:638",2.362123251,5.376092196,2.66193819,0.497891709999999,9.99999999999999,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918000005,1.276782393,0.250214860000008,1.98963850700001,0.385957400000003,8.28708910899999,2.476612806,0.441770941000002,1.402355075,4.420117378,6.518067122,7.432229042,2.319842935,0.295605152999999,10,2.251211882,3.500741482,2.735410929,5.831739426
"Glucosamine:639",9.99999999999999,10,2.122648001,9.45800924,10,4.868811131,10,10,5.23448562600001,10,10,10,10,7.614046574,10,9.864304,10,10,10,10,10,10,8.032683849,10,10,10,10,10,10,10
"Practolol:640",0.0611535719999958,0.0482675969999935,2.66193819,0.497891710000004,1.27212738999999,0.0501635219999934,0.0863904879999984,0.0483357379999978,9.283231735,7.98637962300001,0.743740558999996,0.365240886999999,0.402712882,0.0798899869999987,0.0541074280000071,0.385957400000001,0.0915667530000004,0.385029972,0.0662698749999997,0.861847639,2.3559618,0.924754380999997,0.0864993150000002,0.0755162630000035,0.0429853869999954,0.614705503000001,0.578674673999995,0.0440327820000057,1.357345104,0.156966819999997
"Oxtriphylline:641",3.974747896,6.678354502,10,10,7.818791866,5.087971687,6.199626684,10,10,7.362811565,8.53335762,3.807999611,7.63650465,7.08464956299999,7.494526148,4.368882,6.249753237,7.491747379,6.578265905,10,5.672657967,5.51720047,1.968245029,7.04835248,7.204548836,6.223424911,6.575455189,7.382175922,5.373156071,6.528370857
"Fosphenytoin:645",0.0717140139999946,0.0642195309999964,0.189979567999994,0.349734990000005,0.129683196999997,0.322331606999997,0.889758645999997,0.365260571,9.99999999999999,0.0826916690000035,0.0979459959999955,0.0476283450000019,0.199620463,0.198032156000003,0.440079853000005,0.0273365300000017,0.750107228999999,0.113658777999999,0.043610745999993,0.151147492000001,0.437374665999998,0.0682832779999982,0.00628131400000065,0.150463945999996,0.633529126999997,0.248194314999998,0.649750291999992,1.067426562,0.170568167999997,0.102510146999996
"Polythiazide:646",0.0216123539999975,0,0.0218606540000028,0.0812247099999936,3.5527136788005e-15,-1.33226762955019e-15,0.00623208199999858,-8.88178419700125e-16,8.88178419700125e-16,0.0179034829999996,0.00685916799999653,10,0.0132474089999981,0.010290965000002,0.00594754400000053,0.0527963199999952,0.00819194800000034,0.0525835940000006,-9.32587340685131e-15,0.0160068889999945,0.0598040369999966,0.343191995999995,0.00729785800000293,0.0165106010000002,0.0164621379999961,0.0130341349999945,0.0330928119999925,0.00900761399999439,0.052552900999995,0.0517831849999988
"Quinethazone:647",7.818352222,5.826339245,10,10,4.403757572,10,10,2.288243055,5.158444405,10,7.119255543,10,6.623222351,4.308506966,3.516189337,9.910357,3.188336015,9.99999999999999,7.108296871,10,7.633494854,4.74232316,10,2.807239294,4.536329746,6.693830729,3.976167679,3.055596113,10,10
"Cefazolin:648",-2.66453525910038e-15,0.0607982459999956,0.263539612000005,0.399176749999998,0.0505003850000021,0.0181938170000007,0.0965626430000039,0.00948466900000788,0.0492566900000018,0.229470119,0.0179713289999954,0.0896217410000002,0.0418612640000049,0.786298037000001,0.048025646999994,0.0912685500000019,0.0551458879999966,0.0501704849999984,2.321631312,0.0583255869999952,0.0772695060000013,0.00842224199999819,10,0.143112215999998,0.513866782000003,0.112825375,0.0410389489999998,0.0733876970000011,0.0483397359999973,0.0567905160000013
"Metocurine:649",0.0668535309999947,0.0116274980000002,0.262986689999995,0.230370160000001,0.00536621799999804,-7.105427357601e-15,-8.88178419700125e-16,-2.66453525910038e-15,6.76481723799999,0.491422206000001,0.476170390999997,0.00264022499999594,0.00618022699999798,0.189404315999997,0.0478941610000003,0.0177528399999978,0.0818163860000016,0.276749969,0.150418795999995,3.630660295,6.240046263,0.0410310399999956,0.130754955000003,0.167142753999999,0.0205432050000018,0.0110089720000026,4.940295696,0.171207889999998,0.103687449999999,0.00539820999999741
"Pancuronium:650",0.0668535309999942,0.0116274979999984,0.262986689999996,0.393198240000003,0.0160203429999966,-3.10862446895044e-15,0.0179217149999999,0.0308653819999982,6.76481723799999,0.491422206000001,0.476170390999997,0.132184702999997,0.162137411999998,0.189404315999997,0.095536366000001,0.493829700000001,0.0818163860000034,0.513489544,0.150418795999997,3.630660295,6.240046263,0.100604671999997,0.130754955000001,0.167142753999999,0.225144267000003,0.0310669730000015,4.940295696,0.171207889999997,0.286769807000001,0.459298759999999
"Pipecuronium:651",0.0668535309999942,0.0116274979999984,0.262986689999996,0.393198240000003,0.0160203429999966,-3.10862446895044e-15,0.0179217149999999,0.0308653819999982,6.76481723799999,0.491422206000001,0.476170390999997,0.132184702999997,0.162137411999998,0.189404315999997,0.095536366000001,0.493829700000001,0.0818163860000034,0.513489544,0.150418795999997,3.630660295,6.240046263,0.100604671999997,0.130754955000001,0.167142753999999,0.225144267000003,0.0310669730000015,4.940295696,0.171207889999997,0.286769807000001,0.459298759999999
"Vecuronium:652",0.0668535309999982,0.00926280599999263,0.262986690000004,0.0551497899999971,0.00536621799999981,2.66453525910038e-15,-8.88178419700125e-16,1.77635683940025e-15,-4.44089209850063e-15,0.0644510309999982,0,0.0026402249999995,0.00618022700000331,0.189404315999996,1.77635683940025e-15,0.0177528399999982,0.0102004430000004,0.0113127729999993,0.150418795999996,0.00380611299999956,6.240046263,0.0410310399999956,0.00863520800000295,0.0160833290000006,0.00439219899999976,0.011008972,-1.77635683940025e-15,0.0158152640000013,0.0209748199999975,0.00369118399999735
"Cilazapril:653",0.0738180499999981,1.01288914699999,0.509360015000005,1.40536952,2.493635178,0.281444042999994,0.769924193999995,0.463265716999997,0.652296543000005,6.122609138,0.764330089000001,1.166038543,2.922376871,2.143320382,1.077281952,0.5700303,0.835846007,0.899882435999994,0.985796779000001,2.308305621,1.307435334,0.511285901000003,0.0945710199999956,0.532468170000004,0.414817898999999,1.885455549,0.780115007999997,1.234144688,10,1.890403271
"Forasartan:654",0.0196803829999963,4.10831808999999,0.104426496000013,1.27924508,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992671999999,8.311505318,0.534499942999997,1.601406753,1.054238,2.139179051,0.904568194999996,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578000006,10,7.664821625,1.565535426,1.411323667,2.821396589
"Quinidine barbiturate:655",0.0717140140000043,2.978044033,9.99999999999999,0.664325979999999,0.566708504999998,0.322331606999997,1.753629804,0.838124274999997,9.99999999999999,2.09945988700001,0.937093257999996,3.60804617400001,2.57853961,10,3.421093941,1.274006,6.515746355,5.29156446500001,0.792352497999996,5.472071409,3.28001225,0.356404423999999,2.212240815,9.400044918,2.7572124,1.555552959,2.804280043,3.451190472,3.246227741,7.917482376
"Saprisartan:656",0.0196803829999963,4.10831808999999,0.104426496000013,1.27924508,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992671999999,8.311505318,0.534499942999997,1.601406753,1.054238,2.139179051,0.904568194999996,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578000006,10,7.664821625,1.565535426,1.411323667,2.821396589
"Spirapril:657",0.0738180499999981,1.01288914699999,0.509360015000005,1.40536952,2.493635178,0.281444042999994,0.769924193999995,0.463265716999997,0.652296543000005,6.122609138,0.764330089000001,1.166038543,2.922376871,2.143320382,1.077281952,0.5700303,0.835846007,0.899882435999994,0.985796779000001,2.308305621,1.307435334,0.511285901000003,0.0945710199999956,0.532468170000004,0.414817898999999,1.885455549,0.780115007999997,1.234144688,10,1.890403271
"Tasosartan:658",0.0196803829999963,4.10831808999999,0.104426496000013,1.27924508,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992671999999,8.311505318,0.534499942999997,1.601406753,1.054238,2.139179051,0.904568194999996,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578000006,10,7.664821625,1.565535426,1.411323667,2.821396589
"Heptabarbital:659",0.0813373920000062,0.174910082999995,10,2.01131224999999,0.264109761000001,0.372751176,2.609943628,0.335683554000001,0.731963158000001,0.379388750000002,0.852344750999998,1.29179081300001,1.455012619,10,3.42109394099999,0.6972179,0.453325733999995,1.330839872,0.179359748999999,0.356377824999993,0.817102193999998,0.809225529000003,10,9.400044918,0.814338087999996,0.324704557999999,0.756506622000002,0.633507608999998,1.239488721,0.274607092000002
"Hexobarbital:660",0.0813373920000062,0.174910082999995,10,2.01131224999999,0.264109761000001,0.372751176,2.609943628,0.335683554000001,0.731963158000001,0.379388750000002,0.852344750999998,1.29179081300001,1.455012619,10,3.42109394099999,0.6972179,0.453325733999995,1.330839872,0.179359748999999,0.356377824999993,0.817102193999998,0.809225529000003,10,9.400044918,0.814338087999996,0.324704557999999,0.756506622000002,0.633507608999998,1.239488721,0.274607092000002
"Mestranol:662",0.058904356999999,0.226209900999996,0.131807073999998,1.19839429999999,0.843457222000007,0.241446047999999,0.709412068000002,0.832736253999996,0.219112232000008,0.642335713000003,0.181783481999998,0.335101813000004,0.930546701000004,2.723376274,10,0.155825899999992,10,0.150477931000005,0.527429178000005,0.137783535,1.679577112,0.555809438,1.93741488499999,10,2.84999847399999,2.848439336,0.971309423000002,10,0.210876033000002,0.246239960000005
"Ephedrine:663",1.30549848100001,3.052100062,10,3.61620748,3.386632442,7.819921017,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,5.354573965,3.461298704,3.911992,9.99999999999999,5.469656944,2.005632758,3.836916924,4.738250971,2.052807093,7.432229042,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,3.473966599
"Mephentermine:664",-8.88178419700125e-16,0.0673554349999943,0.417348146000005,0.382963729999999,1.03386116,0.0310218759999987,0.0442636370000047,0.209701538000006,1.22844255,1.57038784,0.10889066,0.0505144990000002,0.0593994070000043,0.0183450079999989,0.157107003000001,0.0188895800000011,0.0622110269999991,0.190850823999998,0.0255388779999994,0.168666950999997,1.126801431,1.39191705,7.432229042,0.0741586500000011,0.119209476000001,0.579941927999999,0.106480836999999,0.184150502000001,0.413444399999998,0.195942268
"Procaterol:665",2.362123251,5.37609219599999,0.941243947000004,0.346510899999997,9.99999999999999,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918000003,1.276782393,0.250214860000004,1.98963850700001,0.371416400000001,8.287089109,2.476612806,0.441770941000003,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153000002,10,2.251211882,3.500741482,2.735410929,5.831739426
"Rasagiline:666",2.046612978,2.55122923900001,9.99999999999999,5.51214194,10,10,10,9.99999999999999,9.99999999999999,10,10,10,10,10,10,2.83930700000001,10,10,10,10,10,7.218161821,10,10,10,10,9.99999999999999,10,10,10
"Dihydroxyaluminium:668",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Cortisone acetate:669",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Glycodiazine:670",0.0111038940000023,0.0285109180000029,7.467935085,0.455866919999991,0.130487411999997,0.504550158999998,1.668019235,0.0477309669999988,0.818240583000001,2.25544405,0.101608366000002,10,2.599416137,10,0.615245311999998,6.534107,0.846613824000004,3.54252266900001,0.121291346999989,0.539891570999995,1.605423331,0.0912869269999943,0.0302174350000097,0.545621365000001,0.145107373999997,0.955996573000001,0.154847040999998,1.732218981,0.740292965999996,0.0558164939999992
"Paramethasone:671",6.519165516,9.52912759800001,5.496713638,4.09500027,9.99999999999999,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976456,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
"Yohimbine:672",0.0623733919999991,2.74101376500001,2.53534316999999,5.41671943999999,10,2.284672499,8.159985542,9.99999999999999,2.89198708500001,2.635305882,1.74661874800001,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,2.873073339,10,10,10,5.551623821,10,4.168484211,6.041281223
"Bezafibrate:673",6.342950821,10,10,10,10,7.927837849,10,10,6.485837936,10,10,10,10,10,10,4.38258,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Colchicine:674",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Drospirenone:675",0.132114738000001,2.770787954,3.778188467,3.53253578999999,4.764630795,1.943944931,3.256078482,4.11264705699999,2.428492069,3.005712032,1.508669376,2.930467248,7.880338192,4.620756865,9.99999999999999,1.89683199999999,9.384143353,3.021050453,2.11302113500001,7.902982712,9.980841637,1.555290759,8.38041591599999,9.337072849,6.273174286,5.3550632,4.57027483,10,4.008768559,3.210373163
"Digitoxin:676",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Magnesium salicylate:677",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Salicylate-sodium:678",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Salsalate:679",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Neostigmine:680",0.732271254000004,0.211353629999989,10,3.61620748,0.461096585000003,7.81992101700001,0.36488162,0.302383690999998,0.525769650999997,1.525265336,0.886162220999998,1.865379155,0.766010880000004,5.354573965,2.243912697,1.134946,1.186487257,0.504009544999997,0.459137335000005,3.539183021,4.219288111,2.052807093,0.928801149000002,1.689638317,2.201324463,0.871683776000003,0.510498821999996,1.51731658,4.156428337,3.473966599
"Trisalicylate-choline:681",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Methotrimeprazine:682",0.123829909,3.65049243000001,8.41285133399999,5.98038769,10,2.284672499,8.159985542,10,6.764817238,3.401805401,1.746618748,10,6.017980099,10,9.99999999999999,10,10,1.23732757600001,1.4302212,5.044525862,10,10,7.432229042,9.99999999999999,10,10,5.551623821,9.99999999999999,4.168484211,6.041281223
"Danazol:683",0.825699805999996,10,2.17857861499999,3.12999164999999,9.99999999999999,2.188933849,10,10,10,10,8.439990997,10,10,10,10,10,10,10,10,10,10,5.43327117,8.380415916,10,6.27317428599999,10,3.691606045,10,10,9.548763275
"Clenbuterol:684",2.924166203,5.376092196,2.66193819,1.00431290000001,9.99999999999999,2.873353481,5.478105307,7.143265247,9.28323173499999,10,4.539180279,2.016746938,2.043411136,0.771365732000002,7.592653751,0.385957400000001,8.287089109,2.476612806,1.268408239,1.40235507500001,4.420117378,6.518067122,2.618736982,10,10,10,3.807918549,4.579217434,2.735410929,5.831739426
"Bambuterol:685",2.362123251,5.37609219599999,0.941243947000004,0.346510899999997,9.99999999999999,2.873353481,3.394628048,1.309535742,2.781012058,10,4.539180279,0.481972918000003,1.276782393,0.250214860000004,1.98963850700001,0.371416400000001,8.287089109,2.476612806,0.441770941000003,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153000002,10,2.251211882,3.500741482,2.735410929,5.831739426
"Tiotropium:686",0.00906861499999989,0.561547219999998,8.41285133399999,0.393198240000002,0.0160203429999966,-1.33226762955019e-15,0.0246242010000008,0.0308653819999947,6.76481723799999,1.19683969,0.476170391,0.132184702999999,0.162137411999996,0.0622704979999975,0.0955363660000028,0.493829699999999,0.0818163860000034,0.513489544,0.0331546829999998,3.630660295,9.99999999999999,0.100604671999995,0.130754955000005,0.167142754000005,0.225144267000003,0.690105140000004,4.940295696,0.171207889999996,0.286769807000001,4.811089993
"Pranlukast:687",10,10,2.841583252,5.32116961,10,5.88521719,10,9.238741875,4.283230782,10,9.626010895,6.112500429,10,4.404250383,10,5.339641,10,8.456535339,8.926419258,10,10,10,4.856616974,10,10,10,10,10,10,10
"Theobromine:688",3.555044889,2.842225194,10,10,4.007758141,3.020252228,2.440338969,3.005337715,3.067935944,4.814595222,0.797893643000005,3.519646049,2.64648664,0.914134799999999,0.886501282000003,3.816342,1.582633257,0.979296147999997,0.682130307000004,1.24783903399999,5.528390169,7.171571016,0.813544869000002,1.517018676,0.436364204000002,6.740929365,1.473438382,2.138555765,3.168356657,3.634882927
"Acenocoumarol:689",0.238178446999999,0.536906897999994,0.275855094000003,0.318254049999998,0.326446503,0.0674162129999978,0.452121586,0.505916296999999,0.140974328,0.435193180999996,0.250697999999999,0.357962995999997,0.315011755,0.537360429999999,0.389929055999996,0.391855999999999,0.355813234999999,0.293412386999999,0.285009189999996,0.290727927999998,0.282972573999999,0.368950992999997,0.988317043,0.426424518000001,0.430045933,0.356780617999998,0.478249341,0.500221907999999,0.492640464999999,0.357383667999998
"Antrafenine:690",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Testosterone Propionate:691",0.0139574669999978,2.770787954,0.294103204999997,3.12999165,4.764630795,1.943944931,2.251020789,3.797863245,2.428492069,1.021457791,0.740231453999999,1.083686352,1.957008362,1.006197065,9.23175334899999,0.326819399999994,9.384143353,0.797003090000008,0.723316014,0.438020542,9.980841637,0.349894389999995,8.38041591599999,7.81022810899999,6.114907742,5.3550632,3.292177677,10,0.581803560000002,0.914584279000002
"Nitroxoline:692",3.281281233,10,6.00234603899999,10,8.402934074,8.161525726,8.439324856,10,10,9.128263474,10,8.465386868,9.734858036,8.762705326,10,6.270867,10,8.484958649,5.175323248,10,10,10,5.551515341,10,8.208329201,10,10,10,10,10
"Alizapride:693",0.0078505180000028,0.0675739309999956,0.828758955000001,0.774569299999992,0.0929598509999945,0.120648146000001,1.243043959,0.0563070140000006,0.0174489970000007,0.0362639459999974,0.107775331000001,0.0459560140000042,0.0232904469999973,10,0.304680526000002,0.0430054400000039,0.258125238000002,0.0386197640000017,0.0567827619999961,0.101115140999996,0.390641882999999,0.0131596420000006,0.0053665000000036,0.249922402000001,0.0762749090000012,0.688240379000002,0.0854959410000014,0.191675230999997,0.111094235999995,6.041281223
"Ajmaline:694",0.0717140139999946,0.0642195309999964,0.189979567999994,0.349734990000005,0.129683196999997,0.322331606999997,0.889758645999997,0.365260571,9.99999999999999,0.0826916690000035,0.0979459959999955,0.0476283450000019,0.199620463,0.198032156000003,0.440079853000005,0.0273365300000017,0.750107228999999,0.113658777999999,0.043610745999993,0.151147492000001,0.437374665999998,0.0682832779999982,0.00628131400000065,0.150463945999996,0.633529126999997,0.248194314999998,0.649750291999992,1.067426562,0.170568167999997,0.102510146999996
"Amrinone:695",3.555044889,2.842225194,9.195447922,1.41492492,4.208213329,3.020252228,2.926797509,10,9.99999999999999,4.81459522200001,8.53335762,0.983746855999996,2.64648664,0.914134800000001,3.271642089,2.501477,1.600161254,0.979296147999994,0.682130307000004,10,5.528390169,7.171571016,0.813544869000001,3.430782795,1.893414021,6.740929365,1.47343838199999,6.764108658,5.373156071,3.634882927
"Aprindine:696",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Almitrine:697",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Allylestrenol:698",0.0589043569999959,0.226209901,0.187308579999993,1.1983943,0.941250026000006,0.241446047999997,0.752880542999999,4.112647057,1.349327683,0.831195831000005,0.698457598999994,0.335101813000003,0.930546701000002,2.723376274,9.99999999999999,0.155825899999995,10,0.268548220000004,0.940205961000002,0.65966481,2.13158083,0.633367895999998,1.93741488499999,9.99999999999999,6.27317428599999,2.848439336,1.470778465,9.99999999999999,0.310325800999999,0.372481614000002
"Antipyrine:699",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Phenazopyridine:700",0.00336764300000114,0.0207258859999957,4.806203842,0.514466140000001,0.0046911330000059,0.00285979199999797,0.00671985399999908,0.00348938700000634,0.0292060169999973,2.225162983,0.00449619699999726,0.00356205399999876,0.0059502500000006,0.0273867799999969,0.00285048900000096,0.0158351899999998,0.00455698199999688,0.00558165700000046,0.0104835749999985,0.0110274209999952,0.0015277660000006,0.00510247799999952,0.00535912200000244,0.0134607720000028,0.00523270600000103,0.00408319799999912,-1.77635683940025e-15,0.00624387600000009,0.00955785900000006,0.00256103299999921
"Oxprenolol:701",2.362123251,5.376092196,2.66193819,0.49789171,9.99999999999999,2.873353481,3.394628048,1.309535742,9.28323173499999,10,4.539180279,0.481972918000005,1.276782393,0.250214860000003,1.98963850700001,0.385957400000003,8.287089109,2.47661280599999,0.441770941000002,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605152999998,10,2.251211882,3.500741482,2.735410929,5.831739426
"Liotrix:702",1.813616753,10,9.99999999999999,6.37204957,10,10,10,10,10,10,10,9.455118656,9.717057228,9.99999999999999,10,6.38133000000001,10,10,10,10,10,6.393095016,3.168023467,10,10,10,10,10,10,9.212757111
"Ketazolam:703",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"Everolimus:704",1.981466413,5.861584663,6.422432423,10,6.056996346,7.712878227,7.452227831,6.070045948,5.281524658,6.405892849,6.781961918,6.117788792,7.618876696,8.474413395,6.986742496,3.826495,5.339693785,6.364003658,6.893230438,7.138198614,7.709730387,6.564596176,4.559212923,6.455892801,5.201941967,6.678822041,6.915325165,5.599118233,7.502036095,5.954916954
"Solifenacin:705",0.0617754910000015,0.561547219999999,8.41285133399999,5.98038769,0.0935903489999967,0.0204180440000004,0.162510723,0.0812565159999981,6.76481723799999,1.19683969,0.476170391,0.132184702999998,0.162137411999997,1.146733701,0.109509081000003,0.493829699999997,0.0818163860000016,0.513489544000001,0.0643889510000002,3.630660295,9.99999999999999,4.869907141,0.130754954999999,0.167142754000002,0.225144267,0.690105140000004,4.940295696,0.171207890000002,2.165588617,4.811089993
"Cinolazepam:708",0.451645076000005,10,9.99999999999999,5.31765294,10,0.953707158999998,10,8.739851952,7.61603117,10,8.16961765300001,4.78230810200001,10,10,10,7.055881,10,2.439117908,3.30552125,7.014136076,10,9.46431636800001,2.251888156,9.870306969,6.177269936,10,10,10,10,10
"Nitrazepam:709",0.451645076000005,10,9.99999999999999,5.31765294,10,0.953707158999998,10,8.739851952,7.61603117,10,8.16961765300001,4.78230810200001,10,10,10,7.055881,10,2.439117908,3.30552125,7.014136076,10,9.46431636800001,2.251888156,9.870306969,6.177269936,10,10,10,10,10
"Cilastatin:710",0.0188560489999943,0.366446465000001,0.0399259440000037,10,0.138847977000006,-3.5527136788005e-15,0.196530506,0.041531228000002,0.00773610900001387,0.344354420999996,0.0677702950000025,10,0.436192751000004,0.326909705999999,0.196455017,9.99999999999999,0.435421288000001,0.668391526000001,1.138043463,0.523471831999992,0.143923311999999,1.821932316,0.0735916870000004,0.895202010999997,0.899545550000003,0.319029598999997,0.111018850999999,0.877455592000003,10,0.594942569999995
"Probucol:711",5.007407188,8.305776596,2.064201117,2.85244942,10,3.591232061,10,10,7.02305316899999,10,10,1.72886520599999,4.797608614,1.46341908,10,1.886281,6.670104027,3.477320433,10,10,10,10,9.99999999999999,10,10,10,10,8.936152458,5.718935966,9.282851219
"Tiaprofenic acid:712",6.102405071,10,0.820853233000006,0.489034009999996,2.722895622,0.307841687999985,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826700000003,6.834624767,10,1.078719854,10,6.80596065500001,5.680968046,0.648787885999994,7.065508842,0.782274485000002,2.162109017,10,3.34028601600001,10,1.79864502
"Propericiazine:713",0.0623733919999978,2.741013765,1.91126656499999,5.41671944,10,0.255605459000002,8.159985542,7.03880024,0.782674491000004,3.401805401,1.23677492100001,1.25160771599999,6.017980099,1.048812389,4.600313425,10,10,0.913578509999997,1.18637484300001,5.044525862,4.628032923,9.75853061699999,4.974178076,3.192496419,10,10,5.551623821,10,4.168484211,5.422550201
"Hydroxychloroquine:714",0.726008891999999,0.0112279519999943,0.316364020000004,0.0761083100000004,0.226819217000004,0.0155283410000004,0.251420654000004,0.161087111000007,0.0340052170000025,0.387756228000002,0.0820742920000015,0.0530158860000003,0.0847031210000022,0.0900842920000011,0.0629775000000015,0.0555763700000016,0.0817201250000013,0.0852665750000017,0.193252377000001,0.197174452,0.209889412000001,1.017304301,0.0314342450000034,0.0778571590000023,0.0617481360000003,0.184285648000004,0.194226325000002,0.0659152720000007,0.47960183,0.227978200000003
